S. No.,Date,Region,Confirmed Cases,Active Cases,Cured/Discharged,Death
7562,13/06/2021,Jharkhand,343304,3966,334256,5082
7563,14/06/2021,Jharkhand,343458,3395,334979,5084
7564,15/06/2021,Jharkhand,343609,3062,335462,5085
7565,16/06/2021,Jharkhand,343793,2646,336058,5089
7566,17/06/2021,Jharkhand,343983,2246,336645,5092
7567,18/06/2021,Jharkhand,344129,1946,337088,5095
7568,19/06/2021,Jharkhand,344270,1811,337362,5097
7569,20/06/2021,Jharkhand,344405,1639,337667,5099
7570,21/06/2021,Jharkhand,344543,1596,337848,5099
7571,22/06/2021,Jharkhand,344665,1489,338076,5100
7572,23/06/2021,Jharkhand,344775,1417,338256,5102
7573,25/06/2021,Jharkhand,345028,1224,338698,5106
7574,26/06/2021,Jharkhand,345161,1184,338870,5107
7575,27/06/2021,Jharkhand,345259,1113,339036,5110
7576,28/06/2021,Jharkhand,345340,1030,339199,5111
7577,29/06/2021,Jharkhand,345430,1005,339314,5111
7578,30/06/2021,Jharkhand,345525,949,339463,5113
7579,01/07/2021,Jharkhand,345610,914,339583,5113
7580,02/07/2021,Jharkhand,345706,854,339739,5113
7581,03/07/2021,Jharkhand,345794,831,339850,5113
7582,04/07/2021,Jharkhand,345885,805,339966,5114
7583,05/07/2021,Jharkhand,345937,658,340164,5115
7584,06/07/2021,Jharkhand,345983,609,340257,5117
7585,07/07/2021,Jharkhand,346038,555,340365,5118
7586,08/07/2021,Jharkhand,346113,532,340463,5118
7587,09/07/2021,Jharkhand,346168,476,340573,5119
7588,10/07/2021,Jharkhand,346223,449,340655,5119
7589,11/07/2021,Jharkhand,346279,423,340737,5119
7590,12/07/2021,Jharkhand,346328,411,340798,5119
7591,13/07/2021,Jharkhand,346371,390,340862,5119
7592,14/07/2021,Jharkhand,346411,347,340944,5120
7593,15/07/2021,Jharkhand,346479,344,341015,5120
7594,16/07/2021,Jharkhand,346533,336,341077,5120
7595,17/07/2021,Jharkhand,346588,340,341128,5120
7596,18/07/2021,Jharkhand,346649,337,341192,5120
7597,19/07/2021,Jharkhand,346681,327,341234,5120
7598,21/07/2021,Jharkhand,346778,320,341336,5122
7599,22/07/2021,Jharkhand,346824,315,341387,5122
7600,12/03/2020,Karnataka,4,4,0,0
7601,13/03/2020,Karnataka,5,4,0,1
7602,14/03/2020,Karnataka,6,5,0,1
7603,15/03/2020,Karnataka,6,5,0,1
7604,16/03/2020,Karnataka,6,5,0,1
7605,17/03/2020,Karnataka,11,10,0,1
7606,18/03/2020,Karnataka,11,10,0,1
7607,19/03/2020,Karnataka,14,13,0,1
7608,20/03/2020,Karnataka,15,14,0,1
7609,21/03/2020,Karnataka,15,13,1,1
7610,22/03/2020,Karnataka,26,23,2,1
7611,23/03/2020,Karnataka,33,30,2,1
7612,24/03/2020,Karnataka,37,34,2,1
7613,25/03/2020,Karnataka,37,33,3,1
7614,26/03/2020,Karnataka,41,37,3,1
7615,27/03/2020,Karnataka,55,50,3,2
7616,28/03/2020,Karnataka,55,50,3,2
7617,29/03/2020,Karnataka,76,68,5,3
7618,30/03/2020,Karnataka,80,72,5,3
7619,31/03/2020,Karnataka,83,75,5,3
7620,01/04/2020,Karnataka,101,90,8,3
7621,02/04/2020,Karnataka,110,98,9,3
7622,03/04/2020,Karnataka,124,111,10,3
7623,04/04/2020,Karnataka,128,113,12,3
7624,05/04/2020,Karnataka,144,128,12,4
7625,06/04/2020,Karnataka,151,135,12,4
7626,07/04/2020,Karnataka,151,135,12,4
7627,08/04/2020,Karnataka,175,146,25,4
7628,09/04/2020,Karnataka,181,148,28,5
7629,10/04/2020,Karnataka,181,148,28,5
7630,11/04/2020,Karnataka,207,170,31,6
7631,12/04/2020,Karnataka,214,171,37,6
7632,13/04/2020,Karnataka,232,169,57,6
7633,14/04/2020,Karnataka,247,182,59,6
7634,15/04/2020,Karnataka,260,179,71,10
7635,16/04/2020,Karnataka,279,187,80,12
7636,17/04/2020,Karnataka,315,220,82,13
7637,18/04/2020,Karnataka,359,257,89,13
7638,19/04/2020,Karnataka,384,266,104,14
7639,20/04/2020,Karnataka,390,263,111,16
7640,21/04/2020,Karnataka,408,280,112,16
7641,22/04/2020,Karnataka,418,272,129,17
7642,23/04/2020,Karnataka,427,279,131,17
7643,24/04/2020,Karnataka,445,283,145,17
7644,25/04/2020,Karnataka,474,304,152,18
7645,26/04/2020,Karnataka,500,324,158,18
7646,27/04/2020,Karnataka,503,302,182,19
7647,28/04/2020,Karnataka,512,299,193,20
7648,29/04/2020,Karnataka,523,296,207,20
7649,30/04/2020,Karnataka,535,298,216,21
7650,01/05/2020,Karnataka,565,315,229,21
7651,02/05/2020,Karnataka,589,316,251,22
7652,03/05/2020,Karnataka,601,305,271,25
7653,04/05/2020,Karnataka,614,296,293,25
7654,05/05/2020,Karnataka,651,303,321,27
7655,06/05/2020,Karnataka,671,311,331,29
7656,07/05/2020,Karnataka,693,310,354,29
7657,08/05/2020,Karnataka,705,309,366,30
7658,09/05/2020,Karnataka,753,347,376,30
7659,10/05/2020,Karnataka,794,378,386,30
7660,11/05/2020,Karnataka,848,393,424,31
7661,12/05/2020,Karnataka,862,405,426,31
7662,13/05/2020,Karnataka,925,461,433,31
7663,14/05/2020,Karnataka,959,475,451,33
7664,15/05/2020,Karnataka,987,492,460,35
7665,16/05/2020,Karnataka,1056,540,480,36
7666,17/05/2020,Karnataka,1092,560,496,36
7667,18/05/2020,Karnataka,1147,601,509,37
7668,19/05/2020,Karnataka,1246,679,530,37
7669,20/05/2020,Karnataka,1397,813,544,40
7670,21/05/2020,Karnataka,1462,865,556,41
7671,22/05/2020,Karnataka,1605,993,571,41
7672,23/05/2020,Karnataka,1743,1105,597,41
7673,24/05/2020,Karnataka,1959,1309,608,42
7674,25/05/2020,Karnataka,2089,1393,654,42
7675,26/05/2020,Karnataka,2182,1433,705,44
7676,27/05/2020,Karnataka,2283,1491,748,44
7677,28/05/2020,Karnataka,2418,1590,781,47
7678,29/05/2020,Karnataka,2533,1652,834,47
7679,30/05/2020,Karnataka,2781,1839,894,48
7680,31/05/2020,Karnataka,2922,1877,997,48
7681,01/06/2020,Karnataka,3221,1952,1218,51
7682,02/06/2020,Karnataka,3408,2028,1328,52
7683,03/06/2020,Karnataka,3796,2341,1403,52
7684,04/06/2020,Karnataka,4063,2496,1514,53
7685,05/06/2020,Karnataka,4320,2653,1610,57
7686,06/06/2020,Karnataka,4835,3090,1688,57
7687,07/06/2020,Karnataka,5213,3186,1968,59
7688,08/06/2020,Karnataka,5452,3259,2132,61
